contrast,time,channel,t_obs,cluster,p_val
blurr_left - normal_left,0.0020,T7,7.4650,NA,1.0000
blurr_left - normal_left,0.0020,C5,2.0827,NA,1.0000
blurr_left - normal_left,0.0020,C3,115.3574,pos_26,1.0000
blurr_left - normal_left,0.0020,C1,2.1160,NA,1.0000
blurr_left - normal_left,0.0020,Cz,1.1778,NA,1.0000
blurr_left - normal_left,0.0020,C2,0.3157,NA,1.0000
blurr_left - normal_left,0.0020,C4,-0.3104,NA,1.0000
blurr_left - normal_left,0.0020,C6,-1.9381,NA,1.0000
blurr_left - normal_left,0.0020,T8,-0.8257,NA,1.0000
blurr_left - normal_left,0.0020,TP9,91.3721,pos_204,1.0000
blurr_left - normal_left,0.0020,TP7,15.5516,pos_204,1.0000
blurr_left - normal_left,0.0020,CP5,1.3084,NA,1.0000
blurr_left - normal_left,0.0020,CP3,2.1735,NA,1.0000
blurr_left - normal_left,0.0020,CP1,4.2980,NA,1.0000
blurr_left - normal_left,0.0020,CPz,-0.1677,NA,1.0000
blurr_left - normal_left,0.0020,CP2,-0.6367,NA,1.0000
blurr_left - normal_left,0.0020,CP4,-0.9501,NA,1.0000
blurr_left - normal_left,0.0020,CP6,-1.7262,NA,1.0000
blurr_left - normal_left,0.0020,TP8,-1.8915,NA,1.0000
blurr_left - normal_left,0.0020,TP10,-0.3590,NA,1.0000
blurr_left - normal_left,0.0020,P7,0.8654,NA,1.0000
blurr_left - normal_left,0.0020,P5,1.0529,NA,1.0000
blurr_left - normal_left,0.0020,P3,1.3097,NA,1.0000
blurr_left - normal_left,0.0020,Pz,-0.8019,NA,1.0000
blurr_left - normal_left,0.0020,P4,-1.1671,NA,1.0000
blurr_left - normal_left,0.0020,P6,-1.7986,NA,1.0000
blurr_left - normal_left,0.0020,P8,-1.6154,NA,1.0000
blurr_left - normal_left,0.0020,PO9,0.2696,NA,1.0000
blurr_left - normal_left,0.0020,PO7,1.0696,NA,1.0000
blurr_left - normal_left,0.0020,PO3,-1.5592,NA,1.0000
blurr_left - normal_left,0.0020,POz,-1.6440,NA,1.0000
blurr_left - normal_left,0.0020,PO4,-1.2643,NA,1.0000
blurr_left - normal_left,0.0020,PO8,-4.1272,NA,1.0000
blurr_left - normal_left,0.0020,PO10,-1.0901,NA,1.0000
blurr_left - normal_left,0.0020,O1,-8.1298,NA,1.0000
blurr_left - normal_left,0.0020,Oz,-9.3201,NA,1.0000
blurr_left - normal_left,0.0020,O2,-9.1361,NA,1.0000
blurr_left - normal_left,0.0040,Fp1,0.0209,NA,1.0000
blurr_left - normal_left,0.0040,Fpz,-1.5756,NA,1.0000
blurr_left - normal_left,0.0040,Fp2,-2.8917,NA,1.0000
blurr_left - normal_left,0.0040,AF7,0.7106,NA,1.0000
blurr_left - normal_left,0.0040,AF3,-0.7292,NA,1.0000
blurr_left - normal_left,0.0040,AFz,1.0436,NA,1.0000
blurr_left - normal_left,0.0040,AF4,-0.7279,NA,1.0000
blurr_left - normal_left,0.0040,AF8,-20.3023,neg_52,1.0000
blurr_left - normal_left,0.0040,F9,0.8237,NA,1.0000
blurr_left - normal_left,0.0040,F7,-0.3918,NA,1.0000
blurr_left - normal_left,0.0040,F5,-4.5348,NA,1.0000
blurr_left - normal_left,0.0040,F3,23.1127,pos_27,1.0000
blurr_left - normal_left,0.0040,Fz,0.7183,NA,1.0000
blurr_left - normal_left,0.0040,F4,3.1043,NA,1.0000
blurr_left - normal_left,0.0040,F6,0.7877,NA,1.0000
blurr_left - normal_left,0.0040,F8,0.3801,NA,1.0000
blurr_left - normal_left,0.0040,F10,0.2468,NA,1.0000
blurr_left - normal_left,0.0040,FT7,1.0428,NA,1.0000
blurr_left - normal_left,0.0040,FC5,1.8794,NA,1.0000
blurr_left - normal_left,0.0040,FC3,6.2473,NA,1.0000
blurr_left - normal_left,0.0040,FC1,2.6558,NA,1.0000
blurr_left - normal_left,0.0040,FC2,0.2371,NA,1.0000
blurr_left - normal_left,0.0040,FC4,0.2726,NA,1.0000
blurr_left - normal_left,0.0040,FC6,0.0900,NA,1.0000
blurr_left - normal_left,0.0040,FT8,0.1227,NA,1.0000
blurr_left - normal_left,0.0040,T7,2.1119,NA,1.0000
blurr_left - normal_left,0.0040,C5,2.0889,NA,1.0000
blurr_left - normal_left,0.0040,C3,5.3919,NA,1.0000
blurr_left - normal_left,0.0040,C1,1.4293,NA,1.0000
blurr_left - normal_left,0.0040,Cz,0.9581,NA,1.0000
blurr_left - normal_left,0.0040,C2,0.4094,NA,1.0000
blurr_left - normal_left,0.0040,C4,-0.2191,NA,1.0000
blurr_left - normal_left,0.0040,C6,-2.3351,NA,1.0000
blurr_left - normal_left,0.0040,T8,-0.4945,NA,1.0000
blurr_left - normal_left,0.0040,TP9,53.7882,pos_204,1.0000
blurr_left - normal_left,0.0040,TP7,25.2667,pos_204,1.0000
blurr_left - normal_left,0.0040,CP5,1.3281,NA,1.0000
blurr_left - normal_left,0.0040,CP3,2.9175,NA,1.0000
blurr_left - normal_left,0.0040,CP1,1.3350,NA,1.0000
blurr_left - normal_left,0.0040,CPz,-0.2117,NA,1.0000
blurr_left - normal_left,0.0040,CP2,-0.6015,NA,1.0000
blurr_left - normal_left,0.0040,CP4,-0.9338,NA,1.0000
blurr_left - normal_left,0.0040,CP6,-2.0976,NA,1.0000
blurr_left - normal_left,0.0040,TP8,-1.5600,NA,1.0000
blurr_left - normal_left,0.0040,TP10,-0.4339,NA,1.0000
blurr_left - normal_left,0.0040,P7,0.7459,NA,1.0000
blurr_left - normal_left,0.0040,P5,0.9488,NA,1.0000
blurr_left - normal_left,0.0040,P3,1.3529,NA,1.0000
blurr_left - normal_left,0.0040,Pz,-0.8410,NA,1.0000
blurr_left - normal_left,0.0040,P4,-1.2271,NA,1.0000
blurr_left - normal_left,0.0040,P6,-2.0783,NA,1.0000
blurr_left - normal_left,0.0040,P8,-2.0884,NA,1.0000
blurr_left - normal_left,0.0040,PO9,0.1359,NA,1.0000
blurr_left - normal_left,0.0040,PO7,0.7996,NA,1.0000
blurr_left - normal_left,0.0040,PO3,-2.1070,NA,1.0000
blurr_left - normal_left,0.0040,POz,-1.7788,NA,1.0000
blurr_left - normal_left,0.0040,PO4,-1.3881,NA,1.0000
blurr_left - normal_left,0.0040,PO8,-11.8369,NA,1.0000
blurr_left - normal_left,0.0040,PO10,-0.9539,NA,1.0000
blurr_left - normal_left,0.0040,O1,-3.9909,NA,1.0000
blurr_left - normal_left,0.0040,Oz,-4.6399,NA,1.0000
blurr_left - normal_left,0.0040,O2,-21.6285,neg_53,1.0000
blurr_left - normal_left,0.0060,Fp1,0.0363,NA,1.0000
blurr_left - normal_left,0.0060,Fpz,-3.5001,NA,1.0000
blurr_left - normal_left,0.0060,Fp2,-2.3680,NA,1.0000
blurr_left - normal_left,0.0060,AF7,0.4356,NA,1.0000
blurr_left - normal_left,0.0060,AF3,-0.7387,NA,1.0000
blurr_left - normal_left,0.0060,AFz,-0.5332,NA,1.0000
blurr_left - normal_left,0.0060,AF4,-0.8347,NA,1.0000
blurr_left - normal_left,0.0060,AF8,-4.9924,NA,1.0000
blurr_left - normal_left,0.0060,F9,1.8491,NA,1.0000
blurr_left - normal_left,0.0060,F7,-0.4478,NA,1.0000
blurr_left - normal_left,0.0060,F5,-2.6087,NA,1.0000
blurr_left - normal_left,0.0060,F3,1.9444,NA,1.0000
blurr_left - normal_left,0.0060,Fz,0.9392,NA,1.0000
blurr_left - normal_left,0.0060,F4,1.6728,NA,1.0000
blurr_left - normal_left,0.0060,F6,2.8126,NA,1.0000
blurr_left - normal_left,0.0060,F8,0.3091,NA,1.0000
blurr_left - normal_left,0.0060,F10,0.2085,NA,1.0000
blurr_left - normal_left,0.0060,FT7,1.1129,NA,1.0000
blurr_left - normal_left,0.0060,FC5,14.4829,pos_28,1.0000
blurr_left - normal_left,0.0060,FC3,4.7101,NA,1.0000
blurr_left - normal_left,0.0060,FC1,2.7551,NA,1.0000
blurr_left - normal_left,0.0060,FC2,0.3414,NA,1.0000
blurr_left - normal_left,0.0060,FC4,0.2274,NA,1.0000
blurr_left - normal_left,0.0060,FC6,0.2824,NA,1.0000
blurr_left - normal_left,0.0060,FT8,0.0495,NA,1.0000
blurr_left - normal_left,0.0060,T7,1.0061,NA,1.0000
blurr_left - normal_left,0.0060,C5,1.8618,NA,1.0000
blurr_left - normal_left,0.0060,C3,3.5527,NA,1.0000
blurr_left - normal_left,0.0060,C1,1.2291,NA,1.0000
blurr_left - normal_left,0.0060,Cz,0.8646,NA,1.0000
blurr_left - normal_left,0.0060,C2,0.4769,NA,1.0000
blurr_left - normal_left,0.0060,C4,-0.1976,NA,1.0000
blurr_left - normal_left,0.0060,C6,-2.3091,NA,1.0000
blurr_left - normal_left,0.0060,T8,0.3826,NA,1.0000
blurr_left - normal_left,0.0060,TP9,40.6804,pos_204,1.0000
blurr_left - normal_left,0.0060,TP7,4.9134,NA,1.0000
blurr_left - normal_left,0.0060,CP5,1.2939,NA,1.0000
blurr_left - normal_left,0.0060,CP3,3.5936,NA,1.0000
blurr_left - normal_left,0.0060,CP1,0.6627,NA,1.0000
blurr_left - normal_left,0.0060,CPz,-0.2662,NA,1.0000
blurr_left - normal_left,0.0060,CP2,-0.5989,NA,1.0000
blurr_left - normal_left,0.0060,CP4,-0.9356,NA,1.0000
blurr_left - normal_left,0.0060,CP6,-2.1948,NA,1.0000
blurr_left - normal_left,0.0060,TP8,-1.4777,NA,1.0000
blurr_left - normal_left,0.0060,TP10,-0.4959,NA,1.0000
blurr_left - normal_left,0.0060,P7,0.6757,NA,1.0000
blurr_left - normal_left,0.0060,P5,0.8497,NA,1.0000
blurr_left - normal_left,0.0060,P3,1.2569,NA,1.0000
blurr_left - normal_left,0.0060,Pz,-0.9009,NA,1.0000
blurr_left - normal_left,0.0060,P4,-1.2586,NA,1.0000
blurr_left - normal_left,0.0060,P6,-2.1307,NA,1.0000
blurr_left - normal_left,0.0060,P8,-2.1035,NA,1.0000
blurr_left - normal_left,0.0060,PO9,0.1562,NA,1.0000
blurr_left - normal_left,0.0060,PO7,0.6355,NA,1.0000
blurr_left - normal_left,0.0060,PO3,-2.8568,NA,1.0000
blurr_left - normal_left,0.0060,POz,-1.8311,NA,1.0000
blurr_left - normal_left,0.0060,PO4,-1.4573,NA,1.0000
blurr_left - normal_left,0.0060,PO8,-15.5994,neg_53,1.0000
blurr_left - normal_left,0.0060,PO10,-0.9024,NA,1.0000
blurr_left - normal_left,0.0060,O1,-2.1604,NA,1.0000
blurr_left - normal_left,0.0060,Oz,-4.3405,NA,1.0000
blurr_left - normal_left,0.0060,O2,-13.0815,neg_53,1.0000
blurr_left - normal_left,0.0080,Fp1,0.1208,NA,1.0000
blurr_left - normal_left,0.0080,Fpz,-7.2475,NA,1.0000
blurr_left - normal_left,0.0080,Fp2,-1.8923,NA,1.0000
blurr_left - normal_left,0.0080,AF7,0.2673,NA,1.0000
blurr_left - normal_left,0.0080,AF3,-0.8103,NA,1.0000
blurr_left - normal_left,0.0080,AFz,-0.8929,NA,1.0000
blurr_left - normal_left,0.0080,AF4,-0.9997,NA,1.0000
blurr_left - normal_left,0.0080,AF8,-2.6001,NA,1.0000
blurr_left - normal_left,0.0080,F9,3.6084,NA,1.0000
blurr_left - normal_left,0.0080,F7,-0.3454,NA,1.0000
blurr_left - normal_left,0.0080,F5,-2.2550,NA,1.0000
blurr_left - normal_left,0.0080,F3,2.4679,NA,1.0000
blurr_left - normal_left,0.0080,Fz,1.2785,NA,1.0000
blurr_left - normal_left,0.0080,F4,0.2300,NA,1.0000
blurr_left - normal_left,0.0080,F6,6.4211,NA,1.0000
blurr_left - normal_left,0.0080,F8,0.2170,NA,1.0000
blurr_left - normal_left,0.0080,F10,0.1791,NA,1.0000
blurr_left - normal_left,0.0080,FT7,1.0632,NA,1.0000
blurr_left - normal_left,0.0080,FC5,4.4704,NA,1.0000
blurr_left - normal_left,0.0080,FC3,5.8113,NA,1.0000
blurr_left - normal_left,0.0080,FC1,3.4408,NA,1.0000
blurr_left - normal_left,0.0080,FC2,0.4268,NA,1.0000
blurr_left - normal_left,0.0080,FC4,0.1299,NA,1.0000
blurr_left - normal_left,0.0080,FC6,0.3318,NA,1.0000
blurr_left - normal_left,0.0080,FT8,-0.0615,NA,1.0000
blurr_left - normal_left,0.0080,T7,0.5619,NA,1.0000
blurr_left - normal_left,0.0080,C5,1.5533,NA,1.0000
blurr_left - normal_left,0.0080,C3,3.5197,NA,1.0000
blurr_left - normal_left,0.0080,C1,1.2453,NA,1.0000
blurr_left - normal_left,0.0080,Cz,0.8430,NA,1.0000
blurr_left - normal_left,0.0080,C2,0.5481,NA,1.0000
blurr_left - normal_left,0.0080,C4,-0.2345,NA,1.0000
blurr_left - normal_left,0.0080,C6,-1.9651,NA,1.0000
blurr_left - normal_left,0.0080,T8,0.9806,NA,1.0000
blurr_left - normal_left,0.0080,TP9,9.1432,NA,1.0000
blurr_left - normal_left,0.0080,TP7,2.1403,NA,1.0000
blurr_left - normal_left,0.0080,CP5,1.2109,NA,1.0000
blurr_left - normal_left,0.0080,CP3,3.5092,NA,1.0000
blurr_left - normal_left,0.0080,CP1,0.2948,NA,1.0000
blurr_left - normal_left,0.0080,CPz,-0.3349,NA,1.0000
blurr_left - normal_left,0.0080,CP2,-0.6214,NA,1.0000
blurr_left - normal_left,0.0080,CP4,-0.9482,NA,1.0000
blurr_left - normal_left,0.0080,CP6,-1.8336,NA,1.0000
blurr_left - normal_left,0.0080,TP8,-1.5953,NA,1.0000
blurr_left - normal_left,0.0080,TP10,-0.5725,NA,1.0000
blurr_left - normal_left,0.0080,P7,0.6257,NA,1.0000
blurr_left - normal_left,0.0080,P5,0.7525,NA,1.0000
blurr_left - normal_left,0.0080,P3,1.0088,NA,1.0000
blurr_left - normal_left,0.0080,Pz,-0.9881,NA,1.0000
blurr_left - normal_left,0.0080,P4,-1.2589,NA,1.0000
blurr_left - normal_left,0.0080,P6,-1.8935,NA,1.0000
blurr_left - normal_left,0.0080,P8,-1.6844,NA,1.0000
blurr_left - normal_left,0.0080,PO9,0.2714,NA,1.0000
blurr_left - normal_left,0.0080,PO7,0.4996,NA,1.0000
blurr_left - normal_left,0.0080,PO3,-4.1342,NA,1.0000
blurr_left - normal_left,0.0080,POz,-1.8108,NA,1.0000
blurr_left - normal_left,0.0080,PO4,-1.4624,NA,1.0000
blurr_left - normal_left,0.0080,PO8,-5.6683,NA,1.0000
blurr_left - normal_left,0.0080,PO10,-0.9485,NA,1.0000
blurr_left - normal_left,0.0080,O1,-1.7603,NA,1.0000
blurr_left - normal_left,0.0080,Oz,-6.2070,NA,1.0000
blurr_left - normal_left,0.0080,O2,-105.6373,neg_53,1.0000
blurr_left - normal_left,0.0100,Fp1,0.3194,NA,1.0000
blurr_left - normal_left,0.0100,Fpz,-1.3481,NA,1.0000
blurr_left - normal_left,0.0100,Fp2,-1.5261,NA,1.0000
blurr_left - normal_left,0.0100,AF7,0.1563,NA,1.0000
blurr_left - normal_left,0.0100,AF3,-0.9383,NA,1.0000
blurr_left - normal_left,0.0100,AFz,-1.0169,NA,1.0000
blurr_left - normal_left,0.0100,AF4,-1.2297,NA,1.0000
blurr_left - normal_left,0.0100,AF8,-1.6329,NA,1.0000
blurr_left - normal_left,0.0100,F9,4.9925,NA,1.0000
blurr_left - normal_left,0.0100,F7,-0.0492,NA,1.0000
blurr_left - normal_left,0.0100,F5,-2.6783,NA,1.0000
blurr_left - normal_left,0.0100,F3,8.0178,NA,1.0000
blurr_left - normal_left,0.0100,Fz,2.2342,NA,1.0000
blurr_left - normal_left,0.0100,F4,-0.6491,NA,1.0000
blurr_left - normal_left,0.0100,F6,1.0562,NA,1.0000
blurr_left - normal_left,0.0100,F8,-0.0013,NA,1.0000
blurr_left - normal_left,0.0100,F10,0.1530,NA,1.0000
blurr_left - normal_left,0.0100,FT7,0.9584,NA,1.0000
blurr_left - normal_left,0.0100,FC5,2.2438,NA,1.0000
blurr_left - normal_left,0.0100,FC3,16.5825,pos_29,1.0000
blurr_left - normal_left,0.0100,FC1,6.0428,NA,1.0000
blurr_left - normal_left,0.0100,FC2,0.5339,NA,1.0000
blurr_left - normal_left,0.0100,FC4,0.0007,NA,1.0000
blurr_left - normal_left,0.0100,FC6,0.2686,NA,1.0000
blurr_left - normal_left,0.0100,FT8,-0.3093,NA,1.0000
blurr_left - normal_left,0.0100,T7,0.3233,NA,1.0000
blurr_left - normal_left,0.0100,C5,1.3079,NA,1.0000
blurr_left - normal_left,0.0100,C3,5.5277,NA,1.0000
blurr_left - normal_left,0.0100,C1,1.5327,NA,1.0000
blurr_left - normal_left,0.0100,Cz,0.8995,NA,1.0000
blurr_left - normal_left,0.0100,C2,0.6644,NA,1.0000
blurr_left - normal_left,0.0100,C4,-0.3295,NA,1.0000
blurr_left - normal_left,0.0100,C6,-1.5508,NA,1.0000
blurr_left - normal_left,0.0100,T8,0.3927,NA,1.0000
blurr_left - normal_left,0.0100,TP9,4.1484,NA,1.0000
blurr_left - normal_left,0.0100,TP7,1.3638,NA,1.0000
blurr_left - normal_left,0.0100,CP5,1.0967,NA,1.0000
blurr_left - normal_left,0.0100,CP3,2.5054,NA,1.0000
blurr_left - normal_left,0.0100,CP1,-0.0162,NA,1.0000
blurr_left - normal_left,0.0100,CPz,-0.4174,NA,1.0000
blurr_left - normal_left,0.0100,CP2,-0.6603,NA,1.0000
blurr_left - normal_left,0.0100,CP4,-0.9584,NA,1.0000
blurr_left - normal_left,0.0100,CP6,-1.2533,NA,1.0000
blurr_left - normal_left,0.0100,TP8,-2.4642,NA,1.0000
blurr_left - normal_left,0.0100,TP10,-0.6999,NA,1.0000
blurr_left - normal_left,0.0100,P7,0.5745,NA,1.0000
blurr_left - normal_left,0.0100,P5,0.6548,NA,1.0000
blurr_left - normal_left,0.0100,P3,0.6629,NA,1.0000
blurr_left - normal_left,0.0100,Pz,-1.1062,NA,1.0000
blurr_left - normal_left,0.0100,P4,-1.2332,NA,1.0000
blurr_left - normal_left,0.0100,P6,-1.5071,NA,1.0000
blurr_left - normal_left,0.0100,P8,-1.2518,NA,1.0000
blurr_left - normal_left,0.0100,PO9,0.4650,NA,1.0000
blurr_left - normal_left,0.0100,PO7,0.3618,NA,1.0000
blurr_left - normal_left,0.0100,PO3,-6.3797,NA,1.0000
blurr_left - normal_left,0.0100,POz,-1.7466,NA,1.0000
blurr_left - normal_left,0.0100,PO4,-1.4179,NA,1.0000
blurr_left - normal_left,0.0100,PO8,-2.3744,NA,1.0000
blurr_left - normal_left,0.0100,PO10,-1.6086,NA,1.0000
blurr_left - normal_left,0.0100,O1,-1.7631,NA,1.0000
blurr_left - normal_left,0.0100,Oz,-219.2287,neg_54,1.0000
blurr_left - normal_left,0.0100,O2,-4.2802,NA,1.0000
blurr_left - normal_left,0.0120,Fp1,0.6884,NA,1.0000
blurr_left - normal_left,0.0120,Fpz,-0.5217,NA,1.0000
blurr_left - normal_left,0.0120,Fp2,-1.2519,NA,1.0000
blurr_left - normal_left,0.0120,AF7,0.0758,NA,1.0000
blurr_left - normal_left,0.0120,AF3,-1.1935,NA,1.0000
blurr_left - normal_left,0.0120,AFz,-1.0563,NA,1.0000
blurr_left - normal_left,0.0120,AF4,-1.5735,NA,1.0000
blurr_left - normal_left,0.0120,AF8,-1.0924,NA,1.0000
blurr_left - normal_left,0.0120,F9,5.1746,NA,1.0000
blurr_left - normal_left,0.0120,F7,0.4562,NA,1.0000
blurr_left - normal_left,0.0120,F5,-20.8831,neg_55,1.0000
blurr_left - normal_left,0.0120,F3,4.9855,NA,1.0000
blurr_left - normal_left,0.0120,Fz,118.9902,pos_30,1.0000
blurr_left - normal_left,0.0120,F4,-1.1146,NA,1.0000
blurr_left - normal_left,0.0120,F6,0.3007,NA,1.0000
blurr_left - normal_left,0.0120,F8,-17.9915,neg_44,1.0000
blurr_left - normal_left,0.0120,F10,0.1109,NA,1.0000
blurr_left - normal_left,0.0120,FT7,0.8554,NA,1.0000
blurr_left - normal_left,0.0120,FC5,1.5761,NA,1.0000
blurr_left - normal_left,0.0120,FC3,10.0499,NA,1.0000
blurr_left - normal_left,0.0120,FC1,329.0344,pos_30,1.0000
blurr_left - normal_left,0.0120,FC2,0.7693,NA,1.0000
blurr_left - normal_left,0.0120,FC4,-0.1352,NA,1.0000
blurr_left - normal_left,0.0120,FC6,0.1426,NA,1.0000
blurr_left - normal_left,0.0120,FT8,-1.6406,NA,1.0000
blurr_left - normal_left,0.0120,T7,0.1741,NA,1.0000
blurr_left - normal_left,0.0120,C5,1.1880,NA,1.0000
blurr_left - normal_left,0.0120,C3,32.2540,pos_30,1.0000
blurr_left - normal_left,0.0120,C1,2.7700,NA,1.0000
blurr_left - normal_left,0.0120,Cz,1.1086,NA,1.0000
blurr_left - normal_left,0.0120,C2,0.9274,NA,1.0000
blurr_left - normal_left,0.0120,C4,-0.4730,NA,1.0000
blurr_left - normal_left,0.0120,C6,-1.1809,NA,1.0000
blurr_left - normal_left,0.0120,T8,0.0058,NA,1.0000
blurr_left - normal_left,0.0120,TP9,2.2459,NA,1.0000
blurr_left - normal_left,0.0120,TP7,1.0516,NA,1.0000
blurr_left - normal_left,0.0120,CP5,0.9759,NA,1.0000
blurr_left - normal_left,0.0120,CP3,1.4451,NA,1.0000
blurr_left - normal_left,0.0120,CP1,-0.3687,NA,1.0000
blurr_left - normal_left,0.0120,CPz,-0.5069,NA,1.0000
blurr_left - normal_left,0.0120,CP2,-0.7042,NA,1.0000
blurr_left - normal_left,0.0120,CP4,-0.9476,NA,1.0000
blurr_left - normal_left,0.0120,CP6,-0.7691,NA,1.0000
blurr_left - normal_left,0.0120,TP8,-3.4536,NA,1.0000
blurr_left - normal_left,0.0120,TP10,-0.9711,NA,1.0000
blurr_left - normal_left,0.0120,P7,0.5076,NA,1.0000
blurr_left - normal_left,0.0120,P5,0.5563,NA,1.0000
blurr_left - normal_left,0.0120,P3,0.3027,NA,1.0000
blurr_left - normal_left,0.0120,Pz,-1.2550,NA,1.0000
blurr_left - normal_left,0.0120,P4,-1.1942,NA,1.0000
blurr_left - normal_left,0.0120,P6,-1.1480,NA,1.0000
blurr_left - normal_left,0.0120,P8,-0.9769,NA,1.0000
blurr_left - normal_left,0.0120,PO9,0.7307,NA,1.0000
blurr_left - normal_left,0.0120,PO7,0.2093,NA,1.0000
blurr_left - normal_left,0.0120,PO3,-10.4044,NA,1.0000
blurr_left - normal_left,0.0120,POz,-1.6742,NA,1.0000
blurr_left - normal_left,0.0120,PO4,-1.3558,NA,1.0000
blurr_left - normal_left,0.0120,PO8,-1.2893,NA,1.0000
blurr_left - normal_left,0.0120,PO10,-0.2537,NA,1.0000
blurr_left - normal_left,0.0120,O1,-2.1522,NA,1.0000
blurr_left - normal_left,0.0120,Oz,-3.5472,NA,1.0000
blurr_left - normal_left,0.0120,O2,-1.5772,NA,1.0000
blurr_left - normal_left,0.0140,Fp1,1.1920,NA,1.0000
blurr_left - normal_left,0.0140,Fpz,-0.1632,NA,1.0000
blurr_left - normal_left,0.0140,Fp2,-1.0418,NA,1.0000
blurr_left - normal_left,0.0140,AF7,0.0137,NA,1.0000
blurr_left - normal_left,0.0140,AF3,-2.4726,NA,1.0000
blurr_left - normal_left,0.0140,AFz,-1.0561,NA,1.0000
blurr_left - normal_left,0.0140,AF4,-2.3990,NA,1.0000
blurr_left - normal_left,0.0140,AF8,-0.7318,NA,1.0000
blurr_left - normal_left,0.0140,F9,4.7145,NA,1.0000
blurr_left - normal_left,0.0140,F7,1.0972,NA,1.0000
blurr_left - normal_left,0.0140,F5,-0.1682,NA,1.0000
blurr_left - normal_left,0.0140,F3,1.9130,NA,1.0000
blurr_left - normal_left,0.0140,Fz,1.9285,NA,1.0000
blurr_left - normal_left,0.0140,F4,-1.3356,NA,1.0000
blurr_left - normal_left,0.0140,F6,-0.0318,NA,1.0000
blurr_left - normal_left,0.0140,F8,-0.9056,NA,1.0000
blurr_left - normal_left,0.0140,F10,-0.0643,NA,1.0000
blurr_left - normal_left,0.0140,FT7,0.7805,NA,1.0000
blurr_left - normal_left,0.0140,FC5,1.2396,NA,1.0000
blurr_left - normal_left,0.0140,FC3,3.5654,NA,1.0000
blurr_left - normal_left,0.0140,FC1,5.1097,NA,1.0000
blurr_left - normal_left,0.0140,FC2,1.7167,NA,1.0000
blurr_left - normal_left,0.0140,FC4,-0.2325,NA,1.0000
blurr_left - normal_left,0.0140,FC6,-0.0022,NA,1.0000
blurr_left - normal_left,0.0140,FT8,-2.3325,NA,1.0000
blurr_left - normal_left,0.0140,T7,0.0754,NA,1.0000
blurr_left - normal_left,0.0140,C5,1.2037,NA,1.0000
blurr_left - normal_left,0.0140,C3,3.1312,NA,1.0000
blurr_left - normal_left,0.0140,C1,63.7276,pos_31,1.0000
blurr_left - normal_left,0.0140,Cz,1.8038,NA,1.0000
blurr_left - normal_left,0.0140,C2,1.7358,NA,1.0000
blurr_left - normal_left,0.0140,C4,-0.5801,NA,1.0000
blurr_left - normal_left,0.0140,C6,-0.8850,NA,1.0000
blurr_left - normal_left,0.0140,T8,-0.4497,NA,1.0000
blurr_left - normal_left,0.0140,TP9,1.2461,NA,1.0000
blurr_left - normal_left,0.0140,TP7,0.9042,NA,1.0000
blurr_left - normal_left,0.0140,CP5,0.8725,NA,1.0000
blurr_left - normal_left,0.0140,CP3,0.7944,NA,1.0000
blurr_left - normal_left,0.0140,CP1,-0.8769,NA,1.0000
blurr_left - normal_left,0.0140,CPz,-0.5873,NA,1.0000
blurr_left - normal_left,0.0140,CP2,-0.7363,NA,1.0000
blurr_left - normal_left,0.0140,CP4,-0.8993,NA,1.0000
blurr_left - normal_left,0.0140,CP6,-0.4635,NA,1.0000
blurr_left - normal_left,0.0140,TP8,-0.4462,NA,1.0000
blurr_left - normal_left,0.0140,TP10,-1.8279,NA,1.0000
blurr_left - normal_left,0.0140,P7,0.4187,NA,1.0000
blurr_left - normal_left,0.0140,P5,0.4590,NA,1.0000
blurr_left - normal_left,0.0140,P3,-0.0058,NA,1.0000
blurr_left - normal_left,0.0140,Pz,-1.4307,NA,1.0000
blurr_left - normal_left,0.0140,P4,-1.1598,NA,1.0000
blurr_left - normal_left,0.0140,P6,-0.8935,NA,1.0000
blurr_left - normal_left,0.0140,P8,-0.8409,NA,1.0000
blurr_left - normal_left,0.0140,PO9,1.0497,NA,1.0000
blurr_left - normal_left,0.0140,PO7,0.0384,NA,1.0000
blurr_left - normal_left,0.0140,PO3,-17.6872,neg_45,1.0000
blurr_left - normal_left,0.0140,POz,-1.6246,NA,1.0000
blurr_left - normal_left,0.0140,PO4,-1.3108,NA,1.0000
blurr_left - normal_left,0.0140,PO8,-0.8612,NA,1.0000
blurr_left - normal_left,0.0140,PO10,0.1314,NA,1.0000
blurr_left - normal_left,0.0140,O1,-3.3049,NA,1.0000
blurr_left - normal_left,0.0140,Oz,-1.5390,NA,1.0000
blurr_left - normal_left,0.0140,O2,-0.8282,NA,1.0000
blurr_left - normal_left,0.0160,Fp1,1.4448,NA,1.0000
blurr_left - normal_left,0.0160,Fpz,0.0326,NA,1.0000
blurr_left - normal_left,0.0160,Fp2,-0.8769,NA,1.0000
blurr_left - normal_left,0.0160,AF7,-0.0338,NA,1.0000
blurr_left - normal_left,0.0160,AF3,-0.2310,NA,1.0000
blurr_left - normal_left,0.0160,AFz,-1.0302,NA,1.0000
blurr_left - normal_left,0.0160,AF4,1.1148,NA,1.0000
blurr_left - normal_left,0.0160,AF8,-0.4651,NA,1.0000
blurr_left - normal_left,0.0160,F9,4.1778,NA,1.0000
blurr_left - normal_left,0.0160,F7,1.6514,NA,1.0000
blurr_left - normal_left,0.0160,F5,0.3473,NA,1.0000
